num_exp,departamento,localidad,barrio,direccion,superficie,fecha_inic,fecha_fin,estado,lat,lng,avance_obra,clasificacion,criterio,tipo_vivienda,cant_dormitorios,observacion,id_familia,representante,cuit_org,nivel_riesgo,cluster,dias_activa
SIM-2025-0694,Figueroa,Suncho Corral,La Reducción,Diagonal Resistencia N° 77,48,02-06-2025,,Iniciada,-28.566103,-63.44299,26,OT,Otro,Económica,2,,694,"Farias, Julia",,alto,,379
SIM-2025-0695,Capital,Santiago del Estero,Norte,Boulevard La Pampa N° 15,40,14-04-2025,,Iniciada,-27.820989,-64.302331,2,1a,Inclusion,Rural,3,,695,"Godoy, Franco",,alto,,428
SIM-2025-0696,Capital,Santiago del Estero,Los Aromos,Avenida Rosario N° 76,43,16-03-2025,,Iniciada,-27.816973,-64.270147,5,4a,Otro,Urbana,1,,696,"Cordoba, Valentina",30-68902314-5,alto,,457
SIM-2024-0697,Salavina,Los Telares,4 de Junio,Av. 186 Bis N° 1816,46,20-10-2025,,Avanzada,-29.229158,-63.493856,41,5f,Otro,Económica,2,,697,"Fernandez, Gonzalo",30-68902314-5,medio,,239
SIM-2023-0698,Choya,Frías,Los Aromos,Calle Malvinas Argentinas N° 46,36,23-10-2025,04-02-2026,Finalizada,-28.642591,-65.1258,85,1a,Inclusion,Urbana,3,,698,"Rodriguez, Martina",,bajo,,104
SIM-2025-0699,Banda,La Banda,Villa Jardín,Diagonal Mendoza N° 6665,49,17-07-2025,16-03-2026,Finalizada,-27.716296,-64.241364,100,5g,Exclusion,Urbana,3,,699,"Mansilla, Juan Ignacio",30-59804127-3,bajo,,242
SIM-2024-0700,Banda,La Banda,25 de Mayo,Calle Santa Fe N° 385,50,13-12-2024,11-08-2025,Finalizada,-27.754293,-64.267968,100,4a,Otro,Urbana,2,,700,"Sanchez, Juan Bautista",30-59804127-3,bajo,,241
SIM-2025-0701,Capital,Santiago del Estero,Centro,Diagonal 7 N° 732,38,21-04-2025,,Avanzada,-27.788225,-64.277237,37,1a,Inclusion,Urbana,2,,701,"Gutierrez, Ramiro",,medio,,421
SIM-2026-0702,Ojo de Agua,Ojo de Agua,San Martín,Calle Río Gallegos N° 494,55,24-04-2026,,Avanzada,-29.488742,-63.718409,58,1a,Inclusion,Urbana,3,,702,"Villalba, Ciro",30-71782995-2,bajo,,53
SIM-2025-0703,Jiménez,Añatuya,Autonomía,Blv. La Rioja N° 742,42,16-12-2025,,Avanzada,-28.476211,-62.829509,39,2b,Inclusion,Urbana,2,,703,"Torres, Felipe",30-68902314-5,medio,,182
SIM-2026-0704,Choya,Frías,4 de Junio,Camino 6 N° 962,43,04-05-2025,,Iniciada,-28.637143,-65.146794,8,1a,Inclusion,Urbana,1,,704,"Diaz, Olivia",30-68902314-5,alto,,408
SIM-2026-0705,Silípica,Clodomira,Centenario,Boulevard Mitre N° 213,49,30-06-2025,,Iniciada,-27.570263,-64.151039,12,3a,Inclusion,Rural,2,,705,"Vera, Alejo",30-68902314-5,alto,,351
SIM-2023-0706,Robles,Fernández,Villa del Parque,Camino Viedma N° 615,37,02-05-2025,09-08-2025,Adjudicada,-27.936238,-63.891115,100,3a,Inclusion,Urbana,2,,706,"Pereyra, Dante",30-59804127-3,bajo,,99
SIM-2025-0707,Silípica,Clodomira,Villa Jardín,Blv. Salta N° 96,61,02-05-2026,,Avanzada,-27.617122,-64.136438,67,2b,Inclusion,Económica,3,,707,"Olivera, Mia Valentina",30-71782995-2,bajo,,45
SIM-2023-0708,Capital,Santiago del Estero,San Jorge,Calle J.B. Alberdi N° 25,42,09-04-2026,,Avanzada,-27.780877,-64.261347,70,2a,Inclusion,Rural,2,,708,"Fernandez, Lucía",30-71782995-2,bajo,,68
SIM-2025-0709,Banda,La Banda,Centenario,Av. San Salvador de Jujuy N° 961,36,10-08-2025,,Avanzada,-27.734596,-64.230152,73,2a,Inclusion,Rural,2,,709,"Rivero, Santino Ezequiel",,medio,,310
SIM-2025-0710,Capital,Santiago del Estero,25 de Mayo,Diagonal La Rioja N° 982,49,31-01-2026,,Avanzada,-27.774942,-64.248123,32,2a,Inclusion,Urbana,2,,710,"Cardozo, Juan Cruz",30-68902314-5,medio,,136
SIM-2026-0711,Capital,Santiago del Estero,Centenario,Diagonal Formosa N° 2063,49,19-03-2026,,Avanzada,-27.787107,-64.260647,42,1a,Inclusion,Urbana,2,,711,"Acosta, Julieta",30-71782995-2,bajo,,89
SIM-2026-0712,Figueroa,Suncho Corral,Norte,Avenida Belgrano N° 444,40,07-04-2026,,Avanzada,-28.547347,-63.449373,87,2b,Inclusion,Rural,2,,712,"Flores, Mateo",30-71782995-2,bajo,,70
SIM-2023-0713,Jiménez,Añatuya,Villa Luján,Calle 7 N° 191,35,22-10-2025,23-01-2026,Adjudicada,-28.458167,-62.813118,100,1a,Inclusion,Rural,2,,713,"Mendez, Lautaro Ezequiel",30-59804127-3,bajo,,93
SIM-2024-0714,Copo,Monte Quemado,Sur,Av. Córdoba N° 971,44,18-09-2025,09-05-2026,Finalizada,-25.826415,-62.828034,100,5d,Exclusion,Rural,2,,714,"Gomez, Thiago Nicolas",30-59804127-3,bajo,,233
SIM-2025-0715,Silípica,Clodomira,Los Aromos,Boulevard Alem N° 7117,42,22-07-2025,,Iniciada,-27.56788,-64.128609,13,5f,Otro,Rural,2,,715,"Diaz, Thiago Emanuel",30-68902314-5,alto,,329
SIM-2024-0716,Robles,Fernández,Norte,Avenida Güemes N° 5757,38,06-06-2025,21-09-2025,Adjudicada,-27.900182,-63.915816,100,2b,Inclusion,Rural,2,,716,"Lopez, Dante",30-59804127-3,bajo,,107
SIM-2026-0717,Capital,Santiago del Estero,Malvinas,Avenida J.J. Castelli N° 13,43,20-12-2024,17-07-2025,Adjudicada,-27.796859,-64.290577,100,4c,Otro,Urbana,1,,717,"Aguirre, Santiago Benjamin",30-59804127-3,bajo,,209
SIM-2025-0718,Capital,Santiago del Estero,Malvinas,Calle Güemes N° 474,46,07-04-2026,,Avanzada,-27.765094,-64.260624,71,2b,Inclusion,Urbana,3,,718,"Diaz, Mateo Ezequiel",30-71782995-2,bajo,,70
SIM-2025-0719,Capital,Santiago del Estero,Los Aromos,Av. Mendoza N° 8958,41,14-05-2026,,Avanzada,-27.817683,-64.272095,58,5f,Otro,Rural,2,,719,"Diaz, Benicio",30-71782995-2,bajo,,33
SIM-2025-0720,Capital,Santiago del Estero,Villa del Parque,Diagonal Comodoro Rivadavia N° 490,48,20-05-2026,,Avanzada,-27.800719,-64.23793,92,2a,Inclusion,Urbana,1,,720,"Vera, Tiziano",30-71782995-2,bajo,,27
SIM-2025-0721,Banda,La Banda,Belgrano,Av. Mitre N° 25,47,08-04-2025,,Iniciada,-27.755006,-64.235563,7,5f,Otro,Urbana,2,,721,"Gimenez, Tiziano Benjamin",30-68902314-5,alto,,434
SIM-2025-0722,Capital,Santiago del Estero,Villa Luján,Camino 155 B N° 88,37,13-05-2026,,Avanzada,-27.774477,-64.23255,68,2a,Inclusion,Urbana,2,,722,"Perez, Genaro",30-71782995-2,bajo,,34
SIM-2023-0723,Guasayán,El Charco,Sur,Diagonal Posadas N° 3320,42,24-10-2025,23-05-2026,Adjudicada,-28.078595,-65.045636,100,1a,Inclusion,Urbana,3,,723,"Cordoba, Maximo",30-59804127-3,bajo,,211
SIM-2023-0724,Banda,La Banda,Palermo,Avenida San Salvador de Jujuy N° 9699,43,28-10-2025,09-03-2026,Adjudicada,-27.726606,-64.222228,100,2a,Inclusion,Urbana,3,,724,"Martinez, Alfonsina",30-59804127-3,bajo,,132
SIM-2024-0725,Aguirre,Nueva Esperanza,Centenario,Diagonal Constitución N° 6452,38,01-07-2025,,Iniciada,-27.657757,-62.415268,17,1a,Inclusion,Urbana,2,,725,"Aguirre, Mateo",30-68902314-5,alto,,350
SIM-2024-0726,Guasayán,El Charco,Catamarca,Avenida 199 A N° 3966,45,02-05-2025,15-10-2025,Finalizada,-28.026388,-65.051938,100,2b,Inclusion,Rural,1,,726,"Suarez, Ignacio",30-59804127-3,bajo,,166
SIM-2025-0727,Ojo de Agua,Ojo de Agua,Palermo,Diag. Jujuy N° 823,43,09-07-2025,28-10-2025,Adjudicada,-29.472575,-63.696878,100,5d,Exclusion,Rural,3,,727,"Flores, Martina",30-59804127-3,bajo,,111
SIM-2025-0728,Banda,La Banda,Villa Luján,Diagonal San Martin N° 576,54,25-05-2025,,Avanzada,-27.741434,-64.243247,70,4a,Otro,Rural,1,,728,"Suarez, Agustín",30-68902314-5,medio,,387
SIM-2026-0729,Capital,Santiago del Estero,4 de Junio,Blv. Santiago del Estero N° 473,34,23-03-2026,,Avanzada,-27.834814,-64.233398,79,5c,Exclusion,Rural,2,,729,"Ojeda, Catalina",30-71782995-2,bajo,,85
SIM-2024-0730,Jiménez,Añatuya,Norte,Av. Santiago del Estero N° 1717,48,12-03-2025,,Iniciada,-28.4648,-62.848726,12,4c,Otro,Urbana,2,,730,"Benitez, Agustina",30-68902314-5,alto,,461
SIM-2025-0731,Mitre,Bandera,San Martín,Av. La Plata N° 498,58,08-03-2025,05-08-2025,Finalizada,-29.302766,-62.259681,100,2a,Inclusion,Urbana,1,,731,"Garcia, Juana",30-59804127-3,bajo,,150
SIM-2024-0732,Banda,La Banda,Malvinas,Calle Mitre N° 115,39,23-10-2025,01-04-2026,Finalizada,-27.759537,-64.236585,81,5f,Otro,Rural,2,,732,"Alvarez, Luca",30-71782995-2,bajo,,160
SIM-2024-0733,Robles,Fernández,Palermo,Diagonal Mendoza N° 8326,40,28-05-2025,04-08-2025,Finalizada,-27.919334,-63.886655,82,1a,Inclusion,Urbana,2,,733,"Acosta, Uma ",,bajo,,68
SIM-2025-0734,Choya,Frías,4 de Junio,Diagonal Omar Nuñez N° 619,43,20-08-2025,,Iniciada,-28.639218,-65.104522,7,OT,Otro,Rural,3,,734,"Olivera, Gael",30-68902314-5,alto,,300
SIM-2023-0735,Silípica,Clodomira,San Jorge,Calle Neuquén N° 527,37,12-10-2024,01-07-2025,Finalizada,-27.558044,-64.156279,89,2a,Inclusion,Rural,3,,735,"Molina, Thiago Nicolas",,bajo,,262
SIM-2026-0736,Banda,La Banda,Los Ejidos,Avenida J.M. de Rosas N° 8412,46,27-12-2025,11-05-2026,Adjudicada,-27.726497,-64.213286,100,2a,Inclusion,Rural,2,,736,"Fernandez, Clara",30-59804127-3,bajo,,135
SIM-2025-0737,Jiménez,Añatuya,Los Ejidos,Av. Rosario N° 105,35,26-02-2025,,Iniciada,-28.465635,-62.841013,6,5e,Exclusion,Urbana,3,,737,"Vargas, Juan Cruz",30-68902314-5,alto,,475
SIM-2025-0738,Banda,La Banda,Santa Rosa,Calle 9 N° 2595,41,19-05-2025,,Iniciada,-27.724119,-64.224118,27,2a,Inclusion,Económica,2,,738,"Avila, Agustina",30-68902314-5,alto,,393
SIM-2026-0739,Silípica,Clodomira,Los Aromos,Calle Paraná N° 8778,41,30-04-2026,,Iniciada,-27.579461,-64.128214,31,2a,Inclusion,Económica,3,,739,"Maidana, Thiago Nahuel",30-68902314-5,bajo,,47
SIM-2024-0740,Moreno,Quimilí,25 de Mayo,Diag. Belgrano N° 27,42,16-05-2024,27-10-2024,Adjudicada,-27.63919,-62.375205,100,2a,Inclusion,Rural,2,,740,"Rodriguez, Guillermina",,bajo,,164
SIM-2026-0741,Banda,La Banda,La Reducción,Calle Güemes N° 84,49,29-05-2026,,Avanzada,-27.74145,-64.251656,66,2a,Inclusion,Rural,3,,741,"Garcia, Juana",,bajo,,18
SIM-2025-0742,Rivadavia,Pinto,Centro,Av. Saavedra N° 544,53,03-10-2025,,Avanzada,-29.156262,-61.908689,40,2a,Inclusion,Urbana,2,,742,"Garcia, Franco",,medio,,256
SIM-2025-0743,Capital,Santiago del Estero,Sur,Av. San Martin N° 17,31,28-12-2025,16-08-2026,Adjudicada,-27.769447,-64.271808,100,2b,Inclusion,Urbana,3,,743,"Correa, Isabella",,bajo,,231
SIM-2025-0744,Moreno,Quimilí,Norte,Blv. Santiago del Estero N° 5914,50,08-09-2025,18-01-2026,Adjudicada,-27.619865,-62.425323,100,2a,Inclusion,Urbana,1,,744,"Vazquez, Juan Ignacio",30-59804127-3,bajo,,132
SIM-2024-0745,Aguirre,Nueva Esperanza,Centro,Calle 2 N° 475,36,18-06-2024,22-09-2024,Adjudicada,-27.687462,-62.401933,100,1a,Inclusion,Urbana,2,,745,"Alvarez, Thiago Benjamin",,bajo,,96
SIM-2026-0746,Rivadavia,Pinto,Sur,Av. Güemes N° 7427,37,28-02-2026,,Avanzada,-29.139846,-61.896743,52,5e,Exclusion,Urbana,2,,746,"Castro, Felipe",30-68902314-5,medio,,108
SIM-2024-0747,Banda,La Banda,FONAVI,Diagonal Malvinas Argentinas N° 72,45,06-12-2024,14-03-2025,Adjudicada,-27.742327,-64.227646,100,2a,Inclusion,Económica,3,,747,"Martinez, Thiago Benjamin",,bajo,,98
SIM-2026-0748,Capital,Santiago del Estero,Catamarca,Avenida Güemes N° 64,33,10-04-2026,,Iniciada,-27.784481,-64.225424,31,2b,Inclusion,Urbana,2,,748,"Chavez, Guadalupe",,bajo,,67
SIM-2026-0749,Pellegrini,Tintina,Villa Hogar,Avenida Comodoro Rivadavia N° 77,38,02-05-2026,,Avanzada,-27.00489,-62.714122,58,2b,Inclusion,Urbana,3,,749,"Juarez, Catalina",,bajo,,45
SIM-2025-0750,Capital,Santiago del Estero,Villa del Parque,Av. Buenos Aires N° 2730,50,14-11-2025,23-05-2026,Finalizada,-27.818946,-64.264404,100,2b,Inclusion,Urbana,1,,750,"Farias, Francesca",30-59804127-3,bajo,,190
SIM-2026-0751,Robles,Fernández,Rivadavia,Avenida Resistencia N° 4159,34,15-07-2024,15-12-2024,Finalizada,-27.929296,-63.859799,100,4c,Otro,Rural,1,,751,"Martin, Helena",30-59804127-3,bajo,,153
SIM-2025-0752,Ojo de Agua,Ojo de Agua,La Reducción,Diagonal 5 N° 22,47,24-04-2026,,Avanzada,-29.509218,-63.719543,90,1a,Inclusion,Rural,3,,752,"Gonzalez, Valentina Jazmin",30-71782995-2,bajo,,53
SIM-2025-0753,Rivadavia,Pinto,Centro,Av. Malvinas Argentinas N° 3644,30,24-05-2025,01-12-2025,Finalizada,-29.137036,-61.904574,98,5d,Exclusion,Urbana,3,,753,"Valdez, Julia",,bajo,,191
SIM-2025-0754,Copo,Monte Quemado,Palermo,Av. San Salvador de Jujuy N° 474,47,21-04-2026,,Avanzada,-25.796419,-62.823139,75,5f,Otro,Rural,2,,754,"Rodriguez, Guadalupe",30-71782995-2,bajo,,56
SIM-2023-0755,Rivadavia,Pinto,FONAVI,Av. J.J. Castelli N° 350,49,20-06-2025,31-12-2025,Adjudicada,-29.130756,-61.916279,100,1a,Inclusion,Rural,2,,755,"Bustos, Juan Cruz",30-59804127-3,bajo,,194
SIM-2025-0756,Capital,Santiago del Estero,Catamarca,Av. Formosa N° 507,46,22-05-2025,,Avanzada,-27.773535,-64.293015,44,2b,Inclusion,Rural,2,,756,"Fernandez, Morena",30-71782995-2,medio,,390
SIM-2024-0757,Choya,Frías,Villa del Parque,Blv. Alvear N° 27,46,28-01-2025,03-06-2025,Adjudicada,-28.657075,-65.138467,100,5b,Exclusion,Urbana,2,,757,"Gomez, Emilia",30-59804127-3,bajo,,126
SIM-2026-0758,Robles,Fernández,Sur,Avenida San Luis N° 172,44,28-04-2026,,Avanzada,-27.93577,-63.899163,79,1a,Inclusion,Urbana,2,,758,"Rodriguez, Martina",30-68902314-5,bajo,,49
SIM-2025-0759,Jiménez,Añatuya,Villa Hogar,Av. 2 N° 87,49,01-07-2025,19-02-2026,Finalizada,-28.47957,-62.860545,100,2a,Inclusion,Urbana,1,,759,"Rios, Jeremias",30-59804127-3,bajo,,233
SIM-2026-0760,Ojo de Agua,Ojo de Agua,Rivadavia,Av. Güemes N° 54,47,20-06-2025,,Iniciada,-29.529678,-63.685006,10,2a,Inclusion,Urbana,2,,760,"Ferreyra, Lucía",30-68902314-5,alto,,361
SIM-2025-0761,Silípica,Clodomira,,Camino Río Negro N° 9587,52,29-06-2025,27-11-2025,Finalizada,-27.602065,-64.145196,96,5f,Otro,Urbana,2,,761,"Paez, Thiago Benjamin",,bajo,,151
SIM-2024-0762,Jiménez,Añatuya,4 de Junio,Av. Mitre N° 37,47,22-04-2025,17-08-2025,Adjudicada,-28.477661,-62.849359,100,2a,Inclusion,Urbana,2,,762,"Ramirez, Antonio",30-59804127-3,bajo,,117
SIM-2024-0763,General Taboada,Añatuya,,Avenida 5 N° 328,40,13-12-2024,,Avanzada,-28.456899,-62.833528,49,5f,Otro,Urbana,1,,763,"Cruz, Gino",,medio,,550
SIM-2026-0764,Pellegrini,Tintina,Norte,Diagonal Constitución N° 978,51,09-01-2026,,Iniciada,-27.008397,-62.6847,0,4b,Otro,Urbana,2,,764,"Lopez, Benicio",,alto,,158
SIM-2026-0765,Silípica,Clodomira,Centenario,Camino Rosario N° 485,38,29-09-2025,22-02-2026,Adjudicada,-27.569464,-64.147549,100,4b,Otro,Rural,3,,765,"Ferreyra, Juan Cruz",30-59804127-3,bajo,,146
SIM-2023-0766,Figueroa,Suncho Corral,Belgrano,Diagonal Santiago del Estero N° 681,54,11-05-2026,,Avanzada,-28.548595,-63.435469,65,1a,Inclusion,Urbana,2,,766,"Cardozo, Emilia",30-71782995-2,bajo,,36
SIM-2025-0767,Capital,Santiago del Estero,Villa Hogar,Avenida San Ferando del Valle de Catamarca N° 65,51,21-12-2024,06-09-2025,Finalizada,-27.783292,-64.288055,97,4a,Otro,Urbana,3,,767,"Quiroga, Thiago",,bajo,,259
SIM-2025-0768,General Taboada,Añatuya,Belgrano,Av. Güemes N° 744,46,30-09-2025,,Iniciada,-28.488965,-62.835911,8,2b,Inclusion,Urbana,1,,768,"Silva, Lola",30-68902314-5,alto,,259
SIM-2026-0769,Salavina,Los Telares,Centenario,Calle Pte. Perón N° 52,48,01-06-2026,,Avanzada,-29.185078,-63.464021,36,2a,Inclusion,Rural,3,,769,"Mendez, Facundo",,bajo,,15
SIM-2025-0770,Robles,Fernández,Sur,Av. Santa Rosa N° 17,50,23-09-2025,,Iniciada,-27.930298,-63.877379,7,2b,Inclusion,Rural,3,,770,"Guzman, Agustin",30-68902314-5,alto,,266
SIM-2024-0771,Moreno,Quimilí,Villa Jardín,Calle 5 N° 86,46,14-07-2025,,Iniciada,-27.643772,-62.380686,3,4b,Otro,Rural,2,,771,"Gonzalez, Felipe",30-68902314-5,alto,,337
SIM-2025-0772,Banda,La Banda,Belgrano,Diagonal Jujuy N° 656,47,24-11-2025,,Avanzada,-27.726041,-64.228013,38,5b,Exclusion,Urbana,2,,772,"Aguero, Lola",30-68902314-5,medio,,204
SIM-2024-0773,Capital,Santiago del Estero,Santa Rosa,Blv. 2 N° 69,40,11-07-2025,17-04-2026,Finalizada,-27.779899,-64.272111,100,2b,Inclusion,Urbana,2,,773,"Lucero, Juan Martin",30-59804127-3,bajo,,280
SIM-2025-0774,Silípica,Clodomira,Los Ejidos,Diag. Mendoza N° 191,49,14-09-2025,11-07-2026,Adjudicada,-27.590803,-64.125089,100,4b,Otro,Urbana,2,,774,"Sanchez, Constanza",30-71782995-2,bajo,,300
SIM-2026-0775,Capital,Santiago del Estero,Norte,Av. Saavedra N° 45,44,26-09-2025,,Iniciada,-27.78676,-64.230859,5,1a,Inclusion,Urbana,2,,775,"Lopez, Nina",30-68902314-5,alto,,263
SIM-2025-0776,Banda,La Banda,Sur,Diagonal San Martin N° 377,41,28-01-2025,,Iniciada,-27.722963,-64.259651,10,1a,Inclusion,Urbana,1,,776,"Pereyra, Malena",,alto,,504
SIM-2026-0777,Capital,Santiago del Estero,Centro,Avenida Belgrano N° 739,42,09-05-2026,,Iniciada,-27.78248,-64.245716,16,2b,Inclusion,Rural,2,,777,"Perez, Isabella",30-68902314-5,bajo,,38
SIM-2025-0778,General Taboada,Añatuya,4 de Junio,Calle Saavedra N° 19,42,26-06-2025,,Avanzada,-28.472289,-62.856322,42,5b,Exclusion,Rural,1,,778,"Vera, Facundo",30-68902314-5,medio,,355
SIM-2025-0779,Rivadavia,Pinto,Sur,Avenida Córdoba N° 277,48,31-03-2026,,Avanzada,-29.136973,-61.886646,60,5e,Exclusion,Rural,3,,779,"Martinez, Pilar",30-71782995-2,bajo,,77
SIM-2025-0780,Capital,Santiago del Estero,,Diagonal Neuquén N° 896,39,19-09-2024,18-02-2025,Finalizada,-27.794104,-64.260873,94,5a,Exclusion,Rural,2,,780,"Gutierrez, Candela",30-68902314-5,bajo,,152
SIM-2026-0781,Salavina,Los Telares,Palermo,Diagonal Córdoba N° 25,47,08-05-2026,,Avanzada,-29.208421,-63.512422,92,2a,Inclusion,Rural,2,,781,"Velazquez, Martina",30-71782995-2,bajo,,39
SIM-2025-0782,Ojo de Agua,Ojo de Agua,Palermo,Diagonal Catamarca N° 355,52,27-08-2025,28-11-2025,Finalizada,-29.518469,-63.73576,100,2a,Inclusion,Urbana,2,,782,"Perez, Julian",30-59804127-3,bajo,,93
SIM-2025-0783,Capital,Santiago del Estero,Santa Rosa,Avenida 3 N° 9072,49,03-05-2024,31-12-2024,Finalizada,-27.803619,-64.27653,100,2b,Inclusion,Urbana,3,,783,"Juarez, Pedro",30-59804127-3,bajo,,242
SIM-2026-0784,Banda,La Banda,Villa del Parque,Diag. San Ferando del Valle de Catamarca N° 4483,48,12-08-2025,,Iniciada,-27.742056,-64.220921,19,1a,Inclusion,Urbana,3,,784,"Perez, Isabella",30-68902314-5,alto,,308
SIM-2025-0785,Robles,Fernández,Sur,Avenida San Luis N° 813,52,23-11-2025,10-03-2026,Adjudicada,-27.914696,-63.911587,100,1a,Inclusion,Rural,2,,785,"Morales, Constanza",30-59804127-3,bajo,,107
SIM-2025-0786,Rivadavia,Pinto,25 de Mayo,Avenida San Luis N° 987,45,13-05-2025,,Avanzada,-29.148297,-61.903647,56,5b,Exclusion,Rural,1,,786,"Fernandez, Valentin",30-71782995-2,medio,,399
SIM-2024-0787,Atamisqui,Villa Atamisqui,Malvinas,Avenida G. Brown N° 236,37,28-12-2024,22-10-2025,Finalizada,-28.512972,-63.813644,100,1a,Inclusion,Urbana,3,,787,"Torres, Faustino",30-59804127-3,bajo,,298
SIM-2024-0788,Robles,Fernández,La Reducción,Calle Posadas N° 92,52,23-12-2024,,Iniciada,-27.951348,-63.914402,5,5f,Otro,Rural,3,,788,"Hernandez, Juan Cruz",,alto,,540
SIM-2023-0789,Robles,Fernández,Sur,Camino 6 N° 18,40,27-05-2025,,Iniciada,-27.938327,-63.859393,17,5a,Exclusion,Urbana,2,,789,"Carrizo, Jeremias",30-68902314-5,alto,,385
SIM-2024-0790,Banda,La Banda,,Avenida 5 N° 421,53,26-10-2025,,Iniciada,-27.765732,-64.260097,3,1a,Inclusion,Rural,2,,790,"Garcia, Benjamin",30-68902314-5,alto,,233
SIM-2025-0791,Robles,Fernández,Malvinas,Diag. Salta N° 28,45,30-09-2025,,Avanzada,-27.929806,-63.896869,43,4c,Otro,Rural,2,,791,"Romero, Olivia",,medio,,259
SIM-2026-0792,Guasayán,El Charco,Santa Rosa,Blv. Corrientes N° 137,54,02-04-2025,05-08-2025,Adjudicada,-28.054968,-65.002887,100,3a,Inclusion,Urbana,2,,792,"Moreno, Maximo",30-59804127-3,bajo,,125
SIM-2025-0793,Choya,Frías,Villa Luján,Avenida San Salvador de Jujuy N° 342,41,18-02-2025,,Avanzada,-28.654476,-65.160869,79,2a,Inclusion,Urbana,3,,793,"Ledesma, Alma Valentina",,medio,,483
SIM-2026-0794,Choya,Frías,San Jorge,Boulevard 6 N° 116,37,26-02-2026,,Iniciada,-28.643315,-65.154348,6,2a,Inclusion,Rural,3,,794,"Ponce, Ciro",,alto,,110
SIM-2025-0795,Ojo de Agua,Ojo de Agua,Villa Jardín,Calle Rivadavia N° 1070,44,01-04-2025,,Iniciada,-29.502812,-63.697876,16,1a,Inclusion,Rural,2,,795,"Paz, Lautaro Ezequiel",30-68902314-5,alto,,441
SIM-2026-0796,Choya,Frías,Villa del Parque,Avenida Neuquén N° 7745,38,22-09-2025,,Iniciada,-28.661653,-65.141147,18,5a,Exclusion,Rural,3,,796,"Roldan, Lautaro",30-68902314-5,alto,,267
SIM-2025-0797,Capital,Santiago del Estero,Norte,Calle 4 N° 8437,31,17-11-2025,,Iniciada,-27.778976,-64.242366,10,4b,Otro,Urbana,3,,797,"Lopez, Juan Manuel",30-68902314-5,alto,,211
SIM-2025-0798,Capital,Santiago del Estero,Villa Jardín,Av. Tierra del Fuego N° 79,39,19-04-2025,,Iniciada,-27.811731,-64.287938,7,3a,Inclusion,Rural,2,,798,"Sosa, Benicio",,alto,,423
SIM-2026-0799,Banda,La Banda,Villa Jardín,Av. Santiago del Estero N° 98,38,23-04-2026,,Avanzada,-27.736502,-64.266094,37,1a,Inclusion,Urbana,2,,799,"Medina, Josefina",30-71782995-2,bajo,,54
SIM-2025-0800,Robles,Fernández,Autonomía,Av. J.B. Alberdi N° 441,44,01-05-2025,05-01-2026,Adjudicada,-27.945071,-63.883269,100,2a,Inclusion,Urbana,2,,800,"Ponce, Mora",,bajo,,249
SIM-2023-0801,Banda,La Banda,,Avenida 9 N° 99,40,02-10-2025,,Iniciada,-27.747991,-64.236817,11,2a,Inclusion,Rural,2,,801,"Romero, Miguel Angel",30-68902314-5,alto,,257
SIM-2026-0802,Ojo de Agua,Ojo de Agua,San Martín,Avenida Corrientes N° 8590,53,30-09-2025,,Iniciada,-29.51389,-63.666878,18,1a,Inclusion,Rural,3,,802,"Sanchez, Guadalupe",30-68902314-5,alto,,259
SIM-2023-0803,Copo,Monte Quemado,,Diag. La Rioja N° 713,50,02-05-2025,05-08-2025,Finalizada,-25.823392,-62.816065,81,2a,Inclusion,Urbana,2,,803,"Rivero, Juan Cruz",30-68902314-5,bajo,,95
SIM-2025-0804,Banda,La Banda,Malvinas,Diagonal Chubut N° 9048,55,17-05-2026,,Avanzada,-27.755669,-64.225262,57,1a,Inclusion,Urbana,3,,804,"Rodriguez, Sofía",30-71782995-2,bajo,,30
SIM-2025-0805,Choya,Frías,Belgrano,Diagonal Corrientes N° 589,51,13-06-2025,30-01-2026,Finalizada,-28.668206,-65.153515,100,4a,Otro,Rural,2,,805,"Juarez, Benjamin",30-59804127-3,bajo,,231
SIM-2024-0806,Capital,Santiago del Estero,Autonomía,Av. Alem N° 868,46,04-11-2024,06-03-2025,Adjudicada,-27.790113,-64.251073,100,1a,Inclusion,Urbana,3,,806,"Fernandez, Joaquin",,bajo,,122
SIM-2025-0807,Moreno,Quimilí,Sur,Diagonal 3 N° 594,51,20-11-2025,,Avanzada,-27.630967,-62.436876,62,1a,Inclusion,Rural,2,,807,"Alvarez, Julieta",,medio,,208
SIM-2026-0808,Banda,La Banda,Villa Hogar,Calle 8 N° 215,44,07-04-2026,,Avanzada,-27.713947,-64.244129,90,1a,Inclusion,Urbana,2,,808,"Garcia, Thiago",30-71782995-2,bajo,,70
SIM-2025-0809,Guasayán,El Charco,La Reducción,Av. Jujuy N° 69,48,31-07-2025,15-04-2026,Finalizada,-28.09156,-65.013743,81,1a,Inclusion,Económica,2,,809,"Blanco, Santino",30-71782995-2,bajo,,258
SIM-2023-0810,Capital,Santiago del Estero,Villa Jardín,Diagonal Alvear N° 618,42,30-08-2025,05-03-2026,Adjudicada,-27.796119,-64.240762,100,2a,Inclusion,Económica,1,,810,"Morales, Agustin",30-59804127-3,bajo,,187
SIM-2026-0811,Banda,La Banda,Belgrano,Boulevard 5 N° 5574,44,04-05-2025,,Iniciada,-27.724837,-64.258354,15,2b,Inclusion,Económica,2,,811,"Garcia, Ezequiel",30-68902314-5,alto,,408
